100838,1.0,10.0,0.01,0.3,0.0,1.0,0.0
100839,1.0,10.0,0.01,0.3,1.0,4.0,0.0
100840,1.0,10.0,0.01,0.3,0.0,3.0,0.0
100841,1.0,10.0,0.01,0.3,2.0,2.0,0.0
100842,1.0,10.0,0.01,0.3,0.0,4.0,0.0
100843,1.0,10.0,0.01,0.3,1.0,0.0,0.0
100844,1.0,10.0,0.01,0.3,2.0,1.0,0.0
100845,1.0,10.0,0.01,0.3,1.0,2.0,0.0
100846,1.0,10.0,0.01,0.3,1.0,1.0,0.0
100847,1.0,10.0,0.01,0.3,2.0,3.0,0.0
100848,1.0,10.0,0.01,0.3,0.0,0.0,0.0
100849,1.0,10.0,0.01,0.3,3.0,1.0,0.0
100850,1.0,10.0,0.01,0.3,3.0,2.0,0.0
100851,1.0,10.0,0.01,0.3,2.0,4.0,0.0
100852,1.0,10.0,0.01,0.3,3.0,3.0,0.0
100853,1.0,10.0,0.01,0.3,3.0,0.0,0.0
100854,1.0,10.0,0.01,0.3,3.0,4.0,0.0
100855,1.0,10.0,0.01,0.3,1.0,3.0,0.0
100856,1.0,10.0,0.01,0.3,2.0,0.0,0.0
100857,1.0,10.0,0.01,0.3,0.0,2.0,0.0
100858,1.0,10.0,0.01,0.3,4.0,1.0,0.0
100859,1.0,10.0,0.01,0.3,4.0,0.0,0.0
100860,1.0,10.0,0.01,0.3,4.0,3.0,0.0
100861,1.0,10.0,0.01,0.3,4.0,2.0,0.0
100862,1.0,10.0,0.01,0.3,5.0,3.0,0.0
100863,1.0,10.0,0.01,0.3,5.0,0.0,0.0
100864,1.0,10.0,0.01,0.3,5.0,1.0,0.0
100865,1.0,10.0,0.01,0.3,5.0,2.0,0.0
100866,1.0,10.0,0.01,0.4,0.0,3.0,0.0
100867,1.0,10.0,0.01,0.3,5.0,4.0,0.0
100868,1.0,10.0,0.01,0.4,0.0,4.0,0.0
100869,1.0,10.0,0.01,0.3,4.0,4.0,0.0
100870,1.0,10.0,0.01,0.4,1.0,2.0,0.0
100871,1.0,10.0,0.01,0.4,0.0,0.0,0.0
100872,1.0,10.0,0.01,0.4,1.0,1.0,0.0
100873,1.0,10.0,0.01,0.4,1.0,0.0,0.0
100874,1.0,10.0,0.01,0.4,0.0,2.0,0.0
100875,1.0,10.0,0.01,0.4,0.0,1.0,0.0
100876,1.0,10.0,0.01,0.4,1.0,3.0,0.0
100877,1.0,10.0,0.01,0.4,1.0,4.0,0.0
100878,1.0,10.0,0.01,0.4,2.0,3.0,0.0
100879,1.0,10.0,0.01,0.4,2.0,4.0,0.0
100880,1.0,10.0,0.01,0.4,2.0,2.0,0.0
100881,1.0,10.0,0.01,0.4,2.0,0.0,0.0
100882,1.0,10.0,0.01,0.4,3.0,2.0,0.0
100883,1.0,10.0,0.01,0.4,4.0,2.0,0.0
100884,1.0,10.0,0.01,0.4,4.0,4.0,0.0
100885,1.0,10.0,0.01,0.4,3.0,0.0,0.0
100886,1.0,10.0,0.01,0.4,5.0,1.0,0.0
100887,1.0,10.0,0.01,0.4,2.0,1.0,0.0
100888,1.0,10.0,0.01,0.4,3.0,1.0,0.0
100889,1.0,10.0,0.01,0.4,5.0,3.0,0.0
100890,1.0,10.0,0.01,0.4,3.0,4.0,0.0
100891,1.0,10.0,0.01,0.4,4.0,1.0,0.0
100892,1.0,10.0,0.01,0.4,5.0,4.0,0.0
100893,1.0,10.0,0.01,0.4,3.0,3.0,0.0
100894,1.0,10.0,0.01,0.4,4.0,3.0,0.0
100895,1.0,10.0,0.01,0.4,4.0,0.0,0.0
100896,1.0,10.0,0.01,0.4,5.0,2.0,0.0
100897,1.0,10.0,0.01,0.4,5.0,0.0,0.0
100898,1.0,10.0,0.01,0.5,0.0,3.0,0.0
100899,1.0,10.0,0.01,0.5,0.0,1.0,0.0
100900,1.0,10.0,0.01,0.5,0.0,0.0,0.0
100901,1.0,10.0,0.01,0.5,0.0,2.0,0.0
100902,1.0,10.0,0.01,0.5,1.0,0.0,0.0
100903,1.0,10.0,0.01,0.5,1.0,1.0,0.0
100904,1.0,10.0,0.01,0.5,1.0,3.0,0.0
100905,1.0,10.0,0.01,0.5,1.0,4.0,0.0
100906,1.0,10.0,0.01,0.5,2.0,4.0,0.0
100907,1.0,10.0,0.01,0.5,2.0,3.0,0.0
100908,1.0,10.0,0.01,0.5,3.0,2.0,0.0
100909,1.0,10.0,0.01,0.5,3.0,0.0,0.0
100910,1.0,10.0,0.01,0.5,3.0,1.0,0.0
100911,1.0,10.0,0.01,0.5,3.0,3.0,0.0
100912,1.0,10.0,0.01,0.5,3.0,4.0,0.0
100913,1.0,10.0,0.01,0.5,0.0,4.0,0.0
100914,1.0,10.0,0.01,0.5,1.0,2.0,0.0
100915,1.0,10.0,0.01,0.5,2.0,1.0,0.0
100916,1.0,10.0,0.01,0.5,2.0,0.0,0.0
100917,1.0,10.0,0.01,0.5,2.0,2.0,0.0
100918,1.0,10.0,0.01,0.5,4.0,0.0,0.0
100919,1.0,10.0,0.01,0.5,4.0,3.0,0.0
100920,1.0,10.0,0.01,0.5,4.0,2.0,0.0
100921,1.0,10.0,0.01,0.5,4.0,1.0,0.0
100922,1.0,10.0,0.01,0.5,5.0,1.0,0.0
100923,1.0,10.0,0.01,0.5,4.0,4.0,0.0
100924,1.0,10.0,0.01,0.5,5.0,0.0,0.0
100925,1.0,10.0,0.01,0.5,5.0,2.0,0.0
100926,1.0,10.0,0.01,0.5,5.0,3.0,0.0
100927,1.0,10.0,0.01,0.5,5.0,4.0,0.0
100928,1.0,10.0,0.01,0.6,0.0,0.0,0.0
100929,1.0,10.0,0.01,0.6,0.0,1.0,0.0
100930,1.0,10.0,0.01,0.6,0.0,2.0,0.0
100931,1.0,10.0,0.01,0.6,0.0,3.0,0.0
100932,1.0,10.0,0.01,0.6,0.0,4.0,0.0
100933,1.0,10.0,0.01,0.6,1.0,0.0,0.0
100934,1.0,10.0,0.01,0.6,1.0,1.0,0.0
100935,1.0,10.0,0.01,0.6,1.0,2.0,0.0
100936,1.0,10.0,0.01,0.6,1.0,3.0,0.0
100937,1.0,10.0,0.01,0.6,1.0,4.0,0.0
100938,1.0,10.0,0.01,0.6,2.0,1.0,0.0
100939,1.0,10.0,0.01,0.6,2.0,0.0,0.0
100940,1.0,10.0,0.01,0.6,2.0,2.0,0.0
100941,1.0,10.0,0.01,0.6,2.0,3.0,0.0
100942,1.0,10.0,0.01,0.6,2.0,4.0,0.0
100943,1.0,10.0,0.01,0.6,3.0,0.0,0.0
100944,1.0,10.0,0.01,0.6,3.0,1.0,0.0
100945,1.0,10.0,0.01,0.6,3.0,3.0,0.0
100946,1.0,10.0,0.01,0.6,3.0,2.0,0.0
100947,1.0,10.0,0.01,0.6,3.0,4.0,0.0
100948,1.0,10.0,0.01,0.6,4.0,0.0,0.0
100949,1.0,10.0,0.01,0.6,4.0,1.0,0.0
100950,1.0,10.0,0.01,0.6,4.0,2.0,0.0
100951,1.0,10.0,0.01,0.6,4.0,3.0,0.0
100952,1.0,10.0,0.01,0.6,4.0,4.0,0.0
100953,1.0,10.0,0.01,0.6,5.0,0.0,0.0
100954,1.0,10.0,0.01,0.6,5.0,1.0,0.0
100955,1.0,10.0,0.01,0.6,5.0,2.0,0.0
100956,1.0,10.0,0.01,0.6,5.0,3.0,0.0
100957,1.0,10.0,0.01,0.6,5.0,4.0,0.0
100958,1.0,10.0,0.01,0.7,0.0,0.0,0.0
100959,1.0,10.0,0.01,0.7,0.0,1.0,0.0
100960,1.0,10.0,0.01,0.7,0.0,2.0,0.0
100961,1.0,10.0,0.01,0.7,0.0,3.0,0.0
100962,1.0,10.0,0.01,0.7,0.0,4.0,0.0
100963,1.0,10.0,0.01,0.7,1.0,1.0,0.0
100964,1.0,10.0,0.01,0.7,1.0,2.0,0.0
100965,1.0,10.0,0.01,0.7,1.0,0.0,0.0
100966,1.0,10.0,0.01,0.7,1.0,3.0,0.0
100967,1.0,10.0,0.01,0.7,1.0,4.0,0.0
100968,1.0,10.0,0.01,0.7,2.0,2.0,0.0
100969,1.0,10.0,0.01,0.7,2.0,1.0,0.0
100970,1.0,10.0,0.01,0.7,2.0,0.0,0.0
