,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,keras
51,102691.0834,292000.0,21910.79678,0.900056556,3,1.02739726,1479.010273,23200,12.5862069,3.0604,47.4,9.93944292,12.99650624,224.9687796,22.58864685,0.254878528,0,0,1.00001,102692.1103,1,100,11,0.47826087,2,0.086956522,0.09,0.0911820232868
52,98965.0,284246.0,22105.14881,0.830802,3,1.055423823,1284.3,23200,12.25198276,3.484,48.4,19.22013723,12.22613812,120.1078122,23.004,0.229,0,0,2.00001,197930.9897,2,100,5,0.217391304,2,0.086956522,0.135378747,0.136303514242
53,266838.7229,861259.0,54283.6822,5.374622,4,0.464436366,15386.30494,49035,17.56416845,1.27,98.8,0.0,2.536348981,1082.046561,44.739,3.0,0,0,1e-05,2.668387229,0,0,0,0.0,0,0.0,0.007239259,-0.00416883826256
54,27084.0,70810.0,5958.1299,0.163595,4,5.648919644,1301.135564,964,73.45435685,4.881,30.6,33.63922517,1.844694411,69.40182364,39.566,0.491,0,0,1e-05,0.27084,0,0,13,0.276595745,1,0.021276596,0.013277802,0.0274538099766
55,151418.0,592166.0,34128.13906,3.838504,4,0.675486266,4218.65663,51197,11.56641991,1.234,94.8,1.02308262,1.188826325,277.6579255,60.819,1.475925,0,0,1e-05,1.51418,0,0,0,0.0,0,0.0,0.016352272,0.0295392274857
56,27810.0,75378.0,6178.626188,0.174646,4,5.306588129,1183.690419,964,78.19294606,4.74,34.3,34.97810493,1.515589516,81.2151655,37.4,0.491,0,0,1e-05,0.2781,0,0,32,0.680851064,1,0.021276596,0.011978864,0.0203713476658
57,113400.0,299628.0,25471.2426,0.733661,4,1.334988719,761.9443776,2235,134.061745,4.628,34.2,17.35843203,1.720489447,55.30182126,71.971,0.146,0,0,1e-05,1.134,0,0,28,0.595744681,1,0.021276596,0.042038846,0.0190377533436
58,98327.0,257733.0,23397.37454,0.625866,4,1.55199373,11354.43336,28051,9.188014688,5.512,78.0,2.9864387,1.052621488,214.0950354,61.144,0.302,0,0,2.00001,196654.9833,2,100,27,0.574468085,2,0.042553191,0.018282806,0.0395493209362
59,52997.0,155683.0,10904.88666,0.495159,4,2.569323561,3359.311004,4033,38.60228118,2.417,66.2,4.42021503,2.918245019,173.1731769,37.376,0.306,0,0,3.00001,158991.53,3,100,31,0.659574468,1,0.021276596,0.04374684,0.0766949057579
60,196326.0673,561440.0,38142.35783,3.556397,5,0.890567113,2184.033201,33851,16.58562524,1.256,76.4,5.7075943,3.58171934,228.8466711,55.075,3.020266667,0,0,1e-05,1.963260673,0,0,2,0.037037037,0,0.0,0.010630886,0.0167001485825
61,28186.0,76883.0,6243.37032,0.178484,5,6.503388265,1293.481912,964,79.75414938,4.689,34.4,33.87789499,1.451122852,133.6215342,36.735,0.491,0,0,1e-05,0.28186,0,0,28,0.595744681,1,0.021276596,0.011664688,0.0218297839165
62,197195.2809,570799.0,39019.44728,3.559519,5,0.875965095,1923.841293,33851,16.86210156,1.269,75.8,4.79208784,3.720944824,242.6306315,55.143,2.859,0,0,1e-05,1.971952809,0,0,7,0.12962963,0,0.0,0.012618089,0.00491109490395
63,53919.6983,155000.0,11005.39632,0.526896679,5,3.225806452,3459.314494,4033,38.43292834,2.2288,72.2,23.61409717,2.816219018,180.950374,33.80686618,0.38708896,0,0,1e-05,0.539196983,0,0,25,0.531914894,1,0.021276596,0.02,0.0553328990936
64,194726.1999,559182.0,37552.70513,3.554108,5,0.89416326,2111.424287,33851,16.51892115,1.248,76.4,5.7075943,3.512106598,236.8058242,55.005,3.036853333,0,0,1e-05,1.947261999,0,0,2,0.037037037,0,0.0,0.021106333,0.0208261907101
65,72279.21138,255767.0,13719.3177,1.258653,5,1.954904268,8874.327838,2040,125.3759804,1.44,93.2,1.5844855,2.143122428,455.5292788,60.021,1.057,0,0,1e-05,0.722792114,0,0,27,0.574468085,1,0.021276596,0.02311808,0.0341963469982
66,80939.52599,274395.0,15004.8,1.2504,5,1.822190638,8095.978692,2040,134.5073529,1.57,92.7,2.33368046,1.990142241,411.5823433,59.421,1.057,0,0,1e-05,0.80939526,0,0,29,0.617021277,1,0.021276596,0.027007864,0.0430348217487
67,89327.55276,287750.0,16422.3972,1.244121,5,1.737619461,7563.210476,2040,141.0539216,1.67,92.4,1.069118,1.837191843,358.4737377,59.005,1.057,0,0,1e-05,0.893275528,0,0,13,0.276595745,1,0.021276596,0.029555009,0.0287770926952
68,121608.7705,324000.0,26723.90659,0.808737035,5,1.543209877,771.4784775,2235,144.966443,4.3506,35.8,30.69743175,1.421418764,65.85116712,71.62879645,0.146,0,0,1e-05,1.216087705,0,0,25,0.531914894,1,0.021276596,0.03,0.0393755733967
69,52054.0,160711.0,10907.80195,0.486673,5,3.111174717,3284.695081,4033,39.84899578,2.52,62.2,2.86171204,2.880410478,149.2257928,38.984,0.234,0,0,1e-05,0.52054,0,0,21,0.446808511,1,0.021276596,0.058295423,0.0536851286888
70,250866.0,655141.0,60704.63313,1.561293,5,0.763194488,494.2983056,36125,18.135391,5.206,17.6,39.84252847,1.340289331,33.48277734,56.532,0.045,0,0,1e-05,2.50866,0,0,13,0.276595745,1,0.021276596,0.084941088,0.151586860418
71,176705.0,520965.0,34155.65564,3.817554,5,0.959757373,4685.898984,51197,10.17569389,1.263,94.8,1.34138891,0.932983348,463.6399279,60.384,1.997605,0,0,1e-05,1.76705,0,0,2,0.037037037,0,0.0,0.086160075,0.0468582212925
72,53379.0,154719.0,10934.99384,0.50087,5,3.231665148,3344.513245,4033,38.36325316,2.376,68.1,25.76610567,2.905491769,161.1623503,36.611,0.3206,0,0,3.00001,160137.5338,3,100,27,0.574468085,1,0.021276596,0.042990299,0.0613538920879
73,99059.0,285372.0,22131.95774,0.820097,6,2.102518818,1233.633276,23200,12.30051724,3.567,49.5,23.96488976,12.14705361,107.1008861,23.056,0.229,0,0,1e-05,0.99059,0,0,6,0.260869565,2,0.086956522,0.013942686,0.0143021047115
74,179103.4055,642359.0,37687.71701,3.585209,6,0.934057124,1624.420864,33851,18.97607161,1.227,74.2,4.01641443,4.119205952,100.8144286,54.791,2.66,0,0,1e-05,1.791034055,0,0,0,0.0,0,0.0,0.016719159,-0.00272133946419
75,70035.63862,243962.0,12752.3105,1.262605,6,2.459399415,9412.520757,2040,119.5892157,1.36,93.1,3.83112971,2.24510922,508.3269411,60.329,1.057,0,0,1e-05,0.700356386,0,0,22,0.468085106,1,0.021276596,0.020998327,0.00902903079987
76,71218.88012,250184.0,13365.9004,1.260934,6,2.398234899,8960.302543,2040,122.6392157,1.43,93.2,3.83112971,2.194115824,482.4541727,60.186,1.057,0,0,1e-05,0.712188801,0,0,28,0.595744681,1,0.021276596,0.021931387,0.0393571853638
77,73768.91389,261087.0,14442.643,1.255882,6,2.298084547,8615.504482,2040,127.9838235,1.54,93.0,2.47654902,2.092129033,432.4817028,59.836,1.057,0,0,1e-05,0.737689139,0,0,28,0.595744681,1,0.021276596,0.02422739,0.0448183119297
