,0,1,2,3,4,5,6,7,keras
173,25.23561193,0,0,0,1,30355,105.1127528,0.053969282,0.117953658104
174,65.19725542,0,0,0,1,11295,36.18793869,0.113045219,0.0307772420347
175,26.5438839,0,0,0,1,17364,214.4853543,0.120886114,0.0646981298923
176,17.10720218,100,0,0,2,111369,46.82489573,0.223620874,0.125814795494
177,24.26317552,0,0,0,1,86600,471.4143956,0.029396227,0.019143845886
178,67.33855688,0,0,0,1,11295,32.14718961,0.06526701,0.0336525402963
179,1.244481117,0,0,0,1,581730,398.0445281,0.092115779,0.165033504367
180,25.17684072,0,0,0,1,30355,44.73430538,0.104142525,0.157342195511
181,16.82198817,100,0,0,2,111369,46.27042196,0.22055735,0.12244528532
182,18.86356454,0,0,0,1,29743,161.5523856,0.010501637,0.107528120279
183,24.09608545,0,0,0,1,86600,192.3844097,0.013827622,0.119252979755
184,25.20586605,0,0,0,1,86600,121.8905757,0.02406597,0.141103565693
185,2.182831653,0,0,0,1,267667,319.7359376,0.096283961,0.17814218998
186,2.266749356,100,0,0,1,267667,343.241976,0.099025848,-0.346914678812
187,25.3926097,0,0,0,1,86600,547.5582817,0.01,-0.0330866612494
188,3.115316533,0,0,0,1,488100,115.347367,0.096288081,0.371611505747
189,18.23949686,0,0,0,1,143100,19.96296132,0.156873626,0.222039207816
190,9.431542492,0,0,0,1,110879,274.9733732,0.018685137,0.134872674942
191,14.21710132,0,0,0,1,238391,255.2853935,0.024298133,0.190265581012
192,79.07171315,100,0,0,2,11295,30.72368182,0.051263949,1.17578566074
193,71.89455511,100,0,0,2,11295,32.26657498,0.055022515,1.03632891178
194,27.26670122,0,0,0,1,17364,272.6272312,0.071440984,0.0481135360897
195,7.996664183,0,0,0,1,199951,37.0517337,0.016005354,0.250531882048
196,3.178653964,0,0,0,1,488100,126.9808465,0.087562658,0.370384216309
197,19.46431093,0,0,0,1,29743,149.9280612,0.011527504,0.108447805047
198,2.224756881,100,0,0,2,267667,352.9971709,0.102537665,-0.275000452995
199,1.137321438,0,0,0,1,581730,263.3444626,0.147494967,0.274073839188
200,1.057609439,0,0,0,1,824292,470.0441448,0.154654363,0.129058867693
201,1.228709195,0,0,0,1,581730,385.314097,0.089841115,0.174695655704
202,3.087856997,0,0,0,1,488100,186.7162285,0.033542441,0.351928412914
203,11.53702185,200,0,0,2,28051,663.0542294,0.038854874,-0.196973562241
204,83.9309429,0,0,0,1,11295,30.06064451,0.05,-0.00484216585755
205,3.026635935,100,0,0,2,488100,133.3628234,0.054187448,0.233236983418
206,2.147803054,0,0,0,1,267667,276.3458229,0.138831296,0.209630727768
207,1.094451966,0,0,0,1,824292,532.4094615,0.140408607,0.0894515812397
208,24.42257506,0,0,0,1,86600,507.9900522,0.009703867,-0.00432342663407
209,3.057979922,0,0,0,1,488100,165.9816261,0.049294657,0.363869011402
210,20.00916263,100,0,0,2,36125,40.45593686,0.065710335,0.0785691142082
211,3.010784675,100,0,0,2,488100,113.4061784,0.1204395,0.279794067144
212,2.113510444,0,0,0,1,267667,266.8573216,0.147953458,0.216766402125
213,3.107187052,0,0,0,1,488100,208.7803289,0.021149722,0.328853398561
214,1.039923959,0,0,0,1,824292,467.8989327,0.150678219,0.130541533232
215,8.024230937,0,0,0,1,199951,27.98573378,0.016827094,0.249095603824
216,1.076231481,0,0,0,1,824292,499.0156838,0.146072341,0.110158383846
217,76.69641434,100,0,0,2,11295,30.98856445,0.0510332,1.13131272793
218,1.11610934,0,0,0,1,824292,557.7631339,0.14,0.0728449821472
219,1.002332911,0,0,0,1,824292,332.0467954,0.202162085,0.210565730929
220,7.978394707,0,0,0,1,199951,50.10047587,0.013050915,0.247382894158
221,23.60946882,0,0,0,1,86600,358.2574,0.032854683,0.0641967356205
222,3.130506044,0,0,0,1,488100,233.0776315,0.02,0.298380404711
223,13.87751635,0,0,0,1,238391,294.1443445,0.0202034,0.165886193514
224,23.73307159,0,0,0,1,86600,399.4974288,0.031988214,0.0430850945413
225,285.9651125,0,0,0,1,6220,0.0,0.051353885,1.27533328533
226,74.29508632,100,0,0,2,11295,30.91778552,0.052665068,1.08667612076
227,1.309000679,0,0,0,1,1030700,30.08652511,0.182563166,0.576116919518
228,18.30454228,0,0,0,1,143100,27.99867389,0.108972683,0.222955644131
229,69.51199646,100,0,0,2,11295,32.33065903,0.052059691,0.990735054016
230,38.1064678,100,0,0,2,71740,91.67405583,0.241843595,0.303132861853
231,2.351268554,100,0,0,2,267667,321.3300907,0.092758954,-0.26225310564
232,2.435862471,100,0,0,2,267667,332.4451457,0.35,-0.263567060232
233,81.40717131,0,0,0,1,11295,30.43898026,0.049942811,0.00129925832152
234,1.013847035,0,0,0,1,824292,405.6410996,0.153225828,0.164229303598
235,291.6398714,0,0,0,1,6220,0.0,0.24,1.32812726498
236,15.73126701,0,0,0,1,117600,9.84547663,0.24817614,0.210838332772
237,9.061750129,0,0,0,1,199951,81.5662616,0.010595621,0.237158894539
238,1.340026196,0,0,0,1,1030700,35.65529516,0.177898123,0.570732295513
239,1.276455807,100,0,0,2,1030700,29.1300942,0.260918873,1.26055371761
240,1.371156373,0,0,0,1,2724900,194.0174652,0.094159554,0.274257868528
241,1.369333187,0,0,0,1,2724900,149.9936613,0.106306657,0.449609398842
242,16.53185357,100,0,0,2,111369,41.93196548,0.220702255,0.131616100669
243,15.4055168,100,0,0,2,111369,38.75852667,0.237165842,0.121375322342
244,6.937581888,0,0,0,1,207600,304.9891938,0.009910364,0.166152387857
245,1.369891336,0,0,0,1,1030700,38.09228463,0.177555099,0.568295240402
246,9.355117004,0,0,0,1,199951,86.07540469,0.010301642,0.236419051886
247,1.608615504,100,0,0,2,1030700,52.89838636,0.18,1.17967522144
248,1.550503541,100,0,0,2,1030700,48.83750877,0.180138535,1.19362366199
249,1.579211216,0,0,0,1,1030700,50.68345199,0.18088196,0.55515730381
250,1.459760357,200,0,0,2,1030700,39.91531539,0.194276971,1.76080560684
251,14.33684418,0,0,0,1,111369,27.3681863,0.376088779,0.209286153316
252,1.376695659,0,0,0,1,2724900,212.1006733,0.008519171,0.233206570148
253,42.48505767,100,0,0,2,56785,19.58650912,0.127668018,0.60926502943
254,129.3251527,0,0,0,1,27830,13.85306615,0.205110659,0.0474514625967
255,15.35964286,0,0,0,1,117600,9.28247988,0.161014522,0.210630714893
256,19.15271139,100,0,0,2,143100,50.15923244,0.161686549,0.205196037889
257,15.84158069,200,0,0,2,111369,42.33896688,0.23246644,0.680735468864
258,4.300385965,100,0,0,2,342000,42.08005738,0.270835273,0.282060921192
259,16.21375787,100,0,0,2,111369,42.15033703,0.227489568,0.124900713563
260,12.719949,100,0,0,2,111369,13.32028665,0.412280888,0.177071601152
261,13.73788038,0,0,0,1,111369,21.47472033,0.394040167,0.20833145082
262,17.68239024,149,0,0,2,117600,18.81139232,0.141788344,0.495685994625
263,1.520927525,100,0,0,2,1030700,47.46707483,0.187985202,1.19810116291
264,1.025010555,100,0,0,1,824292,486.4689706,0.157780627,-0.0721075981855
265,32.08840256,0,0,0,1,71740,38.39062028,0.359985405,0.164939418435
266,14.91230953,100,0,0,2,111369,43.49805311,0.368840752,0.097861751914
267,4.060889072,0,0,0,1,2381741,100.3561074,0.109920437,0.618661820889
268,3.001528129,100,0,0,2,622984,12.53258889,0.531075696,0.806606113911
269,2.393077966,100,0,0,2,267667,330.3269443,0.090909569,-0.263180911541
270,18.46897369,0,0,0,1,117600,25.20042878,0.147758042,0.212486252189
271,5.318450292,100,0,0,2,342000,126.8917412,0.138488371,0.0867243409157
272,44.71393854,0,0,0,1,56785,23.73468488,0.265825963,0.127866178751
273,179.960618,0,0,0,1,27830,23.15758627,0.087850158,0.288863033056
274,19.50167715,100,0,0,2,143100,61.18867071,0.151070063,0.175618216395
275,18.07140282,100,0,0,2,117600,20.75363693,0.151689488,0.250991940498
276,8.500767688,100,0,0,2,199951,81.66090544,0.012150235,0.0139448605478
277,9.647363604,0,0,0,1,199951,91.63458943,0.01,0.234921514988
278,1.428319589,200,0,0,2,1030700,39.60878015,0.18971966,1.76123440266
279,14.96477041,100,0,0,2,117600,7.77815813,0.16040665,0.249473512173
280,32.98352384,0,0,0,1,71740,40.50631771,0.41719276,0.161755234003
281,8.165180469,100,0,0,2,199951,58.27948099,0.03897042,0.0747308433056
282,8.29126636,100,0,0,2,199951,69.08178594,0.04863588,0.0429505519569
283,18.87529111,0,0,0,1,117600,27.57125113,0.143956425,0.212704241276
284,20.24733054,100,0,0,1,143100,76.39130143,0.14442335,-0.347883492708
285,38.65347087,100,0,0,2,71740,100.796707,0.24,0.289254009724
286,32.34362736,100,0,0,2,112622,25.21299773,0.322629846,0.504092335701
287,13.18677549,0,0,0,1,111369,18.42372745,0.383225376,0.208080112934
288,16.88653061,100,0,0,2,117600,14.62766471,0.143695529,0.254043102264
289,17.41059002,100,0,0,2,111369,48.43816954,0.22,0.126040413976
290,45.85628247,0,0,0,1,56785,29.919543,0.262027534,0.116522490978
291,4.024203303,0,0,0,1,2381741,116.3397202,0.039907325,0.543233573437
292,31.02478394,100,0,0,2,71740,39.31161327,0.378807694,0.347640275955
293,1.063914432,100,0,0,2,1759540,372.2579658,0.61,0.970956206322
294,1.399181139,0,0,0,1,1030700,39.60779267,0.183232865,0.566676855087
295,4.864020468,0,0,0,1,342000,55.01432043,0.180197119,0.313684791327
296,37.55418177,100,0,0,2,71740,85.90729075,0.190117106,0.30971083045
297,43.59299111,0,0,0,1,56785,21.34110357,0.163033688,0.132924050093
298,50.2184008,0,0,0,1,118484,17.72507053,0.312610663,0.172470882535
299,48.21518007,100,0,0,2,56785,26.64986683,0.151127925,0.692421197891
300,132.7418972,0,0,0,1,27830,17.80375176,0.114847418,0.0462207458913
301,17.3017517,100,0,0,2,117600,16.66539605,0.143019949,0.253178536892
302,4.567622807,55,0,0,3,342000,57.33356376,0.196339633,1.24226200581
303,1.720185695,0,0,0,1,2724900,587.4756067,0.010087416,0.149098485708
304,49.46987761,100,0,0,2,56785,29.79840168,0.157087829,0.704340219498
305,4.71595614,53,0,0,3,342000,64.51657847,0.188783462,1.21671187878
306,1.49063549,100,0,0,2,1030700,43.12123478,0.196701244,1.21372449398
307,33.7294257,0,0,0,1,71740,46.70065044,0.397882041,0.155851468444
308,17.69646583,0,0,0,1,245857,8.94533392,0.201974645,0.269828468561
309,8.77281434,50,0,0,2,199951,85.26070729,0.010996496,-0.0806421041489
310,21.20894479,0,0,0,1,143100,91.54527957,0.03,0.190292403102
311,52.94826306,0,0,0,1,118484,25.1662094,0.314263673,0.153877735138
312,14.3287158,0,0,0,1,390757,16.21371054,0.345512882,0.334292531013
313,3.071804412,100,0,0,2,622984,15.45450474,0.492501823,0.797269999981
314,5.903508772,100,0,0,2,342000,206.0137368,0.14,-0.0763078629971
315,16.09694728,0,0,0,1,117600,11.31124213,0.024995204,0.211202844977
316,140.5571326,0,0,0,1,27830,14.36007705,0.191966161,0.079625159502
317,33.27739696,100,0,0,2,112622,26.47099281,0.215638682,0.51682806015
318,4.427520468,90,0,0,2,342000,50.8906731,0.17891658,0.217271521688
319,3.037538685,100,0,0,2,622984,15.5874302,0.518170677,0.796055078506
320,16.33152008,0,0,0,1,163610,324.1580196,0.02,0.123270004988
321,136.4882501,0,0,0,1,27830,15.97060537,0.198785132,0.0618889890611
322,30.19850686,20,0,0,2,89342,358.1499404,0.220229474,-0.0864818692207
323,144.546169,0,0,0,1,26338,19.58341557,0.228585834,0.0801841616631
324,0.988254162,0,0,0,1,824292,293.4326367,0.2081118,0.227949649096
325,54.3345954,0,0,0,1,56785,33.91902276,0.145127726,0.0905730426311
326,19.86570231,50,0,0,2,143100,70.80293492,0.15338875,0.0229186527431
327,1.538888033,100,0,0,2,2724900,521.6400628,0.011282414,1.24502766132
328,5.165418129,100,0,0,3,342000,96.35010667,0.142587287,1.33944046497
329,16.47896259,100,0,0,2,117600,13.34631705,0.267513888,0.251935809851
330,50.71864049,100,0,0,2,56785,29.66658106,0.151123277,0.728080093861
331,1.778413887,0,0,0,1,2724900,624.7291731,0.01,0.152245044708
332,167.2859145,0,0,0,1,27830,20.85880811,0.085564402,0.196721255779
333,55.52522673,0,0,0,1,56785,35.37285395,0.14,0.0853747725487
334,14.14432243,0,0,0,1,390757,17.80401666,0.2851551,0.333777844906
335,1.657976806,0,0,0,1,2724900,538.7827771,0.010168383,0.143706977367
336,1.595806085,0,0,0,1,2724900,582.0976506,0.010626736,0.148271799088
337,4.021373441,0,0,0,1,2381741,206.4084034,0.037185619,0.200596392155
338,19.29054751,0,0,0,2,117600,30.15996841,0.11,0.180690422654
339,147.3807047,0,0,0,1,26338,33.74981477,0.207880099,0.0551120005548
340,4.010834931,0,0,0,1,2381741,150.5470392,0.038185752,0.391714274883
341,18.49683952,0,0,0,1,447400,35.62839039,0.065456666,0.352626025677
342,155.3736615,100,0,0,2,27830,20.77401252,0.09075208,2.22612547874
343,47.02467201,100,0,0,2,56785,33.75042354,0.193583213,0.64249765873
344,173.5134387,0,0,0,1,27830,21.55325396,0.082755565,0.242955386639
345,36.6648701,100,0,0,2,112622,34.14297248,0.194677993,0.551111698151
346,2.790330089,0,0,0,1,622984,16.34316897,0.498099395,0.444130927324
347,4.055781044,0,0,0,1,2381741,207.7212083,0.036942881,0.198633909225
348,18.34052302,0,0,0,1,447400,48.75463179,0.060797847,0.34334051609
349,1.49018753,110,0,0,2,2724900,460.5548137,0.083113597,1.44826591015
350,51.52842578,0,0,0,1,118484,21.37583068,0.298331739,0.16375207901
351,0.994124655,100,0,0,1,824292,285.9816247,0.201368696,-0.0497117899358
352,7.897764869,0,0,0,1,752618,48.1756618,0.681513891,0.48152756691
353,5.466523392,100,0,0,2,342000,163.3065573,0.145503451,4.07956540585e-05
354,30.59031586,100,0,0,2,89342,361.5252786,0.35,-0.131698265672
355,12.04362756,0,0,0,1,799380,21.38531197,1.565005198,0.529050111771
356,18.75255476,0,0,0,1,447400,28.19646782,0.071514828,0.359797894955
357,18.10159564,0,0,0,1,245857,12.5343166,0.174311474,0.267718672752
358,37.5410577,200,0,0,2,112622,40.01989767,0.202425638,1.07181441784
359,14.56516198,100,0,0,2,390757,37.20702422,0.401628013,0.575535714626
360,135.4807692,30,0,0,2,10400,543.166704,0.43,0.205289304256
361,156.6774622,0,0,0,1,26338,37.68590756,0.445292236,0.087804287672
362,5.021223327,0,0,0,1,1240192,30.1553627,0.310509827,0.66363543272
