48.35164835,0,0,0,1,455,578.5960913,0.01
48.13626374,0,0,0,1,455,544.5837599,0.010446755
46.67472527,0,0,0,1,455,494.1282842,0.010687507
45.56263736,0,0,0,1,455,530.3124488,0.011066232
81.34024896,0,0,0,1,964,182.7789067,0.011200856
44.42417582,0,0,0,1,455,489.9665829,0.011707029
76.74585062,0,0,0,1,964,66.49702819,0.012476656
43.77802198,0,0,0,1,455,384.3039912,0.012586715
75.08609959,0,0,0,1,964,86.34850836,0.013166181
44.72087912,0,0,0,1,455,374.5221033,0.014228988
71.87759336,0,0,0,1,964,70.14076886,0.014312026
45.43516484,0,0,0,1,455,375.6737092,0.014371232
44.51648352,0,0,0,1,455,241.8509054,0.014840226
45.92967033,0,0,0,1,455,421.6033593,0.016208289
68.96161826,0,0,0,1,964,81.78582809,0.016280914
45.43296703,0,0,0,1,455,404.6864001,0.017901307
10.39620691,0,0,0,1,28051,609.2667193,0.03091306
10.148943,0,0,0,1,28051,702.6322893,0.034049924
11.2504367,0,0,0,1,28051,729.7478848,0.037687365
17.54433218,0,0,0,1,36125,23.26233877,0.090345202
45.45274725,0,0,0,1,455,278.3159051,0.147297287
84.16908714,0,0,0,1,964,181.3947591,0.010307129
10.96741649,0,0,0,1,28051,852.4577862,0.028146847
137.4926471,0,0,0,1,2040,353.0903308,0.028466553
10.68403978,0,0,0,1,28051,688.8215329,0.029723822
139.4514541,0,0,0,1,2235,56.76149624,0.050454055
82.83506224,0,0,0,1,964,165.5537174,0.010594497
70.37863071,0,0,0,1,964,69.14311754,0.014820018
12.00462918,0,0,0,1,51197,248.7893982,0.018711376
85.06224066,0,0,0,1,964,204.3743053,0.02
130.879902,0,0,0,1,2040,451.2149623,0.025465573
38.89313166,100,0,0,2,4033,163.9780165,0.045902902
38.19067692,100,0,0,2,4033,173.305672,0.05246843
38.21671212,100,0,0,2,4033,155.5597251,0.05308802
121.4894855,0,0,0,1,2235,35.11074903,0.055658798
44.42846516,100,0,0,2,4033,103.6171967,0.079248255
12.55012931,100,0,0,2,23200,68.69802908,0.163407724
12.61288793,100,0,0,2,23200,65.68084109,0.173640575
10.04615505,0,0,0,1,51197,467.9403125,0.010331718
16.69823639,0,0,0,1,33851,224.7383326,0.011347551
11.36382991,0,0,0,1,51197,343.8492495,0.031075131
12.15642936,100,0,0,2,28051,664.312997,0.04
142.0796421,0,0,0,1,2235,62.24690459,0.04047137
38.26729482,0,0,0,1,4033,178.1216478,0.041595369
12.52780172,0,0,0,1,23200,207.4919517,0.052276936
12.46409483,100,0,0,1,23200,190.7601074,0.055348874
40.93949913,0,0,0,1,4033,146.5493485,0.057380445
42.09025539,0,0,0,1,4033,135.3205585,0.061726344
117.0814318,0,0,0,1,2235,26.5404512,0.069707514
